customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,age,age_clean,job title,industry,wealth_segment,deceased_iNodicator,owns_car,tenure
2184,Lamar,Gladman,Male,49,1971-12-05,53,53,Statistician III,Health,Mass Customer,No,No,11
2185,Gayle,Gridley,Female,40,1963-10-15,61,61,Human Resources Assistant II,Property,Mass Customer,No,No,19
2186,Carolina,Sexty,Female,61,1963-03-18,62,62,Clinical Specialist,Health,High Net Worth,No,No,5
2187,Brunhilde,Kendall,Female,52,1997-12-27,27,27,Budget/Accounting Analyst I,Health,Mass Customer,No,No,2
2188,Zonnya,Fayter,Female,85,1972-04-03,53,53,Nurse Practicioner,,Mass Customer,No,No,17
2189,Thedric,,Male,43,1998-02-25,27,27,Safety Technician II,Financial Services,High Net Worth,No,No,4
2190,Maressa,Kondrachenko,Female,77,1979-04-17,46,46,,IT,Affluent Customer,No,No,13
2191,Alley,Fitchell,Male,2,1976-05-11,49,49,Payment Adjustment Coordinator,,Mass Customer,No,Yes,4
2192,Hubie,Leipold,Male,93,1966-08-27,58,58,Staff Accountant II,,Mass Customer,No,No,14
2193,Roldan,Carrington,Male,66,1955-12-16,69,69,Developer III,,Mass Customer,No,Yes,6
2194,Johnette,O'Fergus,Female,79,1958-09-10,66,66,Electrical Engineer,Manufacturing,Affluent Customer,No,Yes,11
2195,Nevsa,Taill,Female,94,1987-05-02,38,38,GIS Technical Architect,Financial Services,Affluent Customer,No,Yes,13
2196,Skylar,Brise,Male,66,1976-06-08,49,49,Media Manager I,Retail,High Net Worth,No,Yes,7
2197,Filip,Willows,Male,32,1993-09-16,31,31,Programmer Analyst I,Financial Services,Mass Customer,No,No,7
2198,Marijn,Arnoll,Male,1,1998-01-10,27,27,Editor,Property,Affluent Customer,No,Yes,1
2199,Leigha,Ranger,Female,89,1983-02-09,42,42,Account Coordinator,Property,High Net Worth,No,Yes,13
2200,Teodoor,Lovelace,Male,23,1986-07-13,38,38,Community Outreach Specialist,,Affluent Customer,No,Yes,16
2201,Trisha,Basset,Female,56,1998-12-12,26,26,Design Engineer,Financial Services,Affluent Customer,No,Yes,1
2202,Diannne,Neissen,Female,46,1977-08-19,47,47,Physical Therapy Assistant,Financial Services,Affluent Customer,No,Yes,8
2203,Ganny,Alessandrelli,Male,13,1998-12-23,26,26,Sales Associate,Health,High Net Worth,No,Yes,2
2204,Kacie,Barthram,Female,16,1967-09-07,57,57,Librarian,Entertainment,High Net Worth,No,No,7
2205,Birk,Elphey,Unknown,76,1977-07-22,47,47,Accounting Assistant III,IT,Mass Customer,No,No,
2206,Osmond,McCamish,Male,60,1957-05-25,68,68,Structural Engineer,Financial Services,Affluent Customer,No,No,14
2207,Junia,Gall,Female,93,1979-01-26,46,46,Web Designer IV,Manufacturing,Mass Customer,No,Yes,16
2208,Lavena,Embling,Female,59,1954-05-07,71,71,,,Mass Customer,No,No,9
2209,Rriocard,Gavan,Male,4,1993-08-04,31,31,Registered Nurse,Health,Affluent Customer,No,Yes,3
2210,Kirby,Cameron,Male,16,1985-11-24,39,39,Registered Nurse,Health,High Net Worth,No,No,5
2211,Carmelita,Matuskiewicz,Female,3,1975-08-27,49,49,,Manufacturing,Mass Customer,No,Yes,18
2212,Adrianne,Raoux,Female,22,1974-05-13,51,51,Technical Writer,Manufacturing,Affluent Customer,No,Yes,20
2213,Jesse,Leyshon,Female,70,1996-05-07,29,29,Legal Assistant,,Affluent Customer,No,Yes,6
2214,Farlay,Plevey,Male,52,1957-03-26,68,68,,Manufacturing,High Net Worth,No,Yes,8
2215,Viola,Wadhams,Female,50,1971-02-20,54,54,Structural Engineer,Financial Services,Mass Customer,No,Yes,18
2216,Clarinda,Woffinden,Female,29,1962-01-02,63,63,Systems Administrator II,Property,High Net Worth,No,Yes,10
2217,Kristofor,Juris,Male,98,1981-10-17,43,43,Paralegal,Financial Services,Mass Customer,No,No,16
2218,Madelena,Blincoe,Female,94,1992-05-27,33,33,Senior Sales Associate,Health,Affluent Customer,No,No,4
2219,Ansel,Napier,Male,73,1982-03-01,43,43,Senior Quality Engineer,,High Net Worth,No,Yes,3
2220,Curr,Jancey,Male,35,1959-05-13,66,66,Legal Assistant,Financial Services,Mass Customer,No,Yes,13
2221,Tye,Scottini,Male,80,1995-11-07,29,29,General Manager,Argiculture,Affluent Customer,No,No,7
2222,Caroline,Grabban,Female,20,1974-08-26,50,50,Professor,Financial Services,Mass Customer,No,No,14
2223,Sarita,Georgiev,Female,38,1981-01-29,44,44,Professor,Health,Mass Customer,No,No,12
2224,Sydel,Seccombe,Female,3,1998-08-18,26,26,Budget/Accounting Analyst III,Retail,High Net Worth,No,Yes,4
2225,Christina,Easum,Female,45,1988-04-02,37,37,Occupational Therapist,Health,Affluent Customer,No,No,19
2226,Hedvig,Flatt,Female,10,1955-07-22,69,69,Biostatistician II,Entertainment,Mass Customer,No,No,11
2227,Duff,Kemble,Male,45,1976-07-16,48,48,Systems Administrator I,Property,Affluent Customer,No,Yes,9
2228,Rosita,Soppeth,Female,12,1956-03-09,69,69,Geological Engineer,Manufacturing,High Net Worth,No,No,9
2229,Linette,Gotmann,Female,76,1959-04-10,66,66,Cost Accountant,Financial Services,Affluent Customer,No,Yes,7
2230,Gertruda,Shrimpling,Female,53,1977-12-22,47,47,,,Mass Customer,No,No,19
2231,Rasla,Landreth,Female,68,1959-09-25,65,65,Accounting Assistant II,,Mass Customer,No,No,13
2232,Nev,Malone,Male,69,1990-05-07,35,35,Help Desk Technician,,Mass Customer,No,Yes,11
2233,Cassi,Killingworth,Female,49,1973-09-04,51,51,Sales Associate,,Mass Customer,No,Yes,8
2234,Dylan,Hanvey,Male,48,1986-09-09,38,38,Electrical Engineer,Manufacturing,Mass Customer,No,No,18
2235,Maxine,Cauldwell,Female,75,1979-10-02,45,45,Social Worker,Health,Affluent Customer,No,No,16
2236,Arin,Crickmoor,Male,0,1968-04-16,57,57,Data Coordiator,Manufacturing,Affluent Customer,No,Yes,13
2237,Julia,Walden,Female,83,1969-06-26,56,56,,,Mass Customer,No,Yes,9
2238,Nata,Plinck,Female,96,1978-09-14,46,46,Director of Sales,Retail,Mass Customer,No,Yes,14
2239,Jocelyne,Pasquale,Female,0,1960-01-11,65,65,Associate Professor,Property,High Net Worth,No,Yes,8
2240,Niall,Hallifax,Male,4,1969-07-25,55,55,Automation Specialist III,Manufacturing,High Net Worth,No,Yes,16
2241,Augy,Jerrems,Male,45,1975-02-23,50,50,Paralegal,Financial Services,High Net Worth,No,No,10
2242,Elsy,Springell,Female,25,1977-09-24,47,47,VP Sales,,Mass Customer,No,Yes,21
2243,Lena,Cronshaw,Female,76,1976-08-28,48,48,Business Systems Development Analyst,,Affluent Customer,No,Yes,7
2244,Sidney,Cargon,Male,97,1972-05-10,53,53,Software Test Engineer III,Manufacturing,Mass Customer,No,No,5
2245,Elsinore,Banbrook,Female,11,1980-04-21,45,45,Marketing Manager,Argiculture,Mass Customer,No,No,3
2246,Giraldo,Lacer,Male,16,1979-01-24,46,46,Database Administrator III,,Mass Customer,No,Yes,13
2247,Gweneth,Wilkins,Female,17,1995-01-20,30,30,Teacher,Retail,High Net Worth,No,Yes,1
2248,Helsa,Grandisson,Female,33,1996-05-23,29,29,Software Engineer I,Manufacturing,Mass Customer,No,No,1
2249,Kiele,Caghan,Female,7,1996-11-11,28,28,,Financial Services,Mass Customer,No,No,5
2250,De witt,Gleave,Male,72,1992-06-26,33,33,,Telecommunications,High Net Worth,No,No,7
2251,Leslie,Shotboult,Male,68,1959-08-19,65,65,,Property,High Net Worth,No,No,19
2252,Darcey,Annis,Unknown,31,1977-07-22,47,47,Teacher,IT,High Net Worth,No,Yes,
2253,Gracie,Kubacki,Female,28,1959-02-08,66,66,Office Assistant I,Manufacturing,Affluent Customer,No,Yes,13
2254,Ann,Beek,Female,36,1955-10-21,69,69,Programmer Analyst II,Health,Affluent Customer,No,No,18
2255,Iorgo,Krol,Male,92,1992-07-11,32,32,Dental Hygienist,Health,Affluent Customer,No,Yes,5
2256,Mara,Rosterne,Female,28,1978-02-26,47,47,Marketing Manager,Retail,Mass Customer,No,No,15
2257,Siward,Corradino,Male,27,1977-10-13,47,47,Librarian,Entertainment,Mass Customer,No,No,15
2258,Cathy,Powter,Female,63,1974-03-21,51,51,Account Executive,Retail,High Net Worth,No,No,7
2259,Leanora,Calbert,Female,83,1999-07-02,26,26,Environmental Specialist,,Affluent Customer,No,No,2
2260,Jarad,Barthropp,Male,38,1967-02-09,58,58,Administrative Assistant IV,Argiculture,High Net Worth,No,No,11
2261,Gerome,Monshall,Male,81,1980-09-21,44,44,Account Representative II,Health,Mass Customer,No,Yes,13
2262,Nyssa,Banister,Female,90,1984-04-21,41,41,Pharmacist,Health,Mass Customer,No,Yes,2
2263,Lois,Sorel,Female,79,1987-02-06,38,38,Professor,Argiculture,Mass Customer,No,Yes,21
2264,Tony,Shirley,Female,18,1972-07-17,52,52,Occupational Therapist,Health,Affluent Customer,No,No,9
2265,Brendan,Vicent,Male,55,1980-07-29,44,44,,Property,Mass Customer,No,Yes,5
2266,Jeth,Tomes,Male,74,1998-10-11,26,26,,Retail,High Net Worth,No,No,1
2267,Andrei,Mulchrone,Female,78,1964-04-28,61,61,Business Systems Development Analyst,,Affluent Customer,No,No,14
2268,Wilhelmina,Gothup,Female,66,1965-10-07,59,59,Pharmacist,Health,Mass Customer,No,No,19
2269,Beitris,Lamy,Female,33,1989-11-11,35,35,Product Engineer,,Mass Customer,No,No,9
2270,Augustus,Edleston,Male,50,1966-09-28,58,58,Information Systems Manager,Retail,Affluent Customer,No,No,9
2271,King,Hoston,Male,96,1974-03-26,51,51,,Telecommunications,Mass Customer,No,Yes,18
2272,Grete,Hindenburg,Female,82,1994-12-21,30,30,Internal Auditor,Manufacturing,Mass Customer,No,No,1
2273,Rhetta,Lambrook,Female,71,1964-08-04,60,60,Assistant Professor,,Mass Customer,No,Yes,9
2274,Nada,Reinert,Female,15,1979-11-26,45,45,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,No,Yes,13
2275,Ursulina,Carter,Female,77,1992-07-19,32,32,Human Resources Assistant II,Financial Services,High Net Worth,No,Yes,8
2276,Stormy,Caveney,Female,90,1985-10-06,39,39,Desktop Support Technician,,Mass Customer,No,Yes,12
2277,Gillie,Ruben,Female,44,1963-08-22,61,61,Cost Accountant,Financial Services,High Net Worth,No,Yes,7
2278,Gerri,Heliet,Male,11,1977-09-25,47,47,Product Engineer,Health,Affluent Customer,No,Yes,8
2279,Garrett,Szymon,Male,42,1979-03-19,46,46,Human Resources Assistant II,Health,Mass Customer,No,No,3
2280,Wrennie,Alexandersson,Female,93,1960-11-18,64,64,Budget/Accounting Analyst I,,Mass Customer,No,No,9
2281,Valaria,Abrehart,Female,56,1989-05-10,36,36,,,High Net Worth,No,Yes,14
2282,Dominic,Gregoletti,Male,81,1957-02-25,68,68,Senior Financial Analyst,Financial Services,Affluent Customer,No,Yes,7
2283,Gaspar,Janaway,Male,44,1954-02-08,71,71,Software Consultant,,High Net Worth,No,No,16
2284,Ola,Lenoir,Female,83,1974-02-16,51,51,Staff Accountant IV,Telecommunications,High Net Worth,No,No,14
2285,Maritsa,Bellison,Female,71,1973-10-27,51,51,Quality Control Specialist,Health,High Net Worth,No,No,5
2286,Katuscha,Sapsed,Female,20,1995-06-02,30,30,Staff Scientist,Manufacturing,High Net Worth,No,No,5
2287,Gisela,Partener,Female,53,1974-04-22,51,51,Human Resources Assistant I,Telecommunications,High Net Worth,No,No,20
2288,Cirillo,Hook,Male,63,1964-05-04,61,61,Staff Scientist,Manufacturing,High Net Worth,No,No,8
2289,Kissie,Steanson,Female,97,1980-09-25,44,44,Research Nurse,Health,Affluent Customer,No,Yes,13
2290,Myca,Standley,Male,18,1981-03-10,44,44,Account Executive,Manufacturing,Mass Customer,No,Yes,5
2291,Guido,Meynell,Male,67,1971-04-13,54,54,Accountant IV,Manufacturing,Affluent Customer,No,Yes,4
2292,Christie,MacClure,Female,17,1998-06-02,27,27,Research Nurse,Health,Mass Customer,No,Yes,2
2293,Engracia,Newcom,Female,70,1958-03-07,67,67,Financial Advisor,Financial Services,Affluent Customer,No,No,16
2294,Skipton,Cordie,Male,25,1987-06-16,38,38,Associate Professor,Manufacturing,Mass Customer,No,No,21
2295,Farris,Hazelby,Unknown,35,1977-07-22,47,47,Internal Auditor,IT,Mass Customer,No,Yes,
2296,Nathalia,Sanger,Female,16,2002-01-01,23,23,Geologist IV,Retail,Affluent Customer,No,No,1
2297,Pauletta,Taffee,Female,16,1971-11-27,53,53,Geological Engineer,Manufacturing,Affluent Customer,No,Yes,19
2298,Brigham,Vyse,Male,64,1997-10-28,27,27,Environmental Tech,Property,Mass Customer,No,Yes,5
2299,Mahmoud,Dagworthy,Male,11,1986-10-21,38,38,Computer Systems Analyst I,Property,High Net Worth,No,Yes,7
2300,Cary,Cockerham,Male,20,1998-09-26,26,26,,Financial Services,Mass Customer,No,Yes,3
2301,Ken,Vashchenko,Male,66,1966-10-30,58,58,Senior Cost Accountant,Financial Services,Mass Customer,No,Yes,19
2302,Loraine,Beamish,Female,43,1999-01-09,26,26,Mechanical Systems Engineer,Retail,Mass Customer,No,Yes,4
2303,Alair,Combe,Male,22,1993-04-13,32,32,Database Administrator IV,Retail,Mass Customer,No,Yes,4
2304,Shelia,Bellew,Female,65,1957-06-01,68,68,,,Mass Customer,No,Yes,11
2305,Aeriell,Greeding,Female,91,1984-07-09,41,41,Chief Design Engineer,Financial Services,Affluent Customer,No,Yes,13
2306,Hilary,Tregunna,Female,98,1960-04-19,65,65,Paralegal,Financial Services,High Net Worth,No,Yes,9
2307,Corina,Shadwick,Female,57,1978-06-28,47,47,Desktop Support Technician,Retail,High Net Worth,No,Yes,13
2308,Nancey,Hastie,Female,52,1963-03-19,62,62,Paralegal,Financial Services,Mass Customer,No,Yes,17
2309,Herc,McIlhone,Male,40,1985-01-13,40,40,Accounting Assistant I,Manufacturing,Affluent Customer,No,No,14
2310,Jed,Humpherston,Male,12,1970-02-10,55,55,Executive Secretary,,High Net Worth,No,Yes,11
2311,Addi,,Female,49,1989-02-15,36,36,Design Engineer,Health,Mass Customer,No,No,16
2312,Ronnica,Grebner,Female,72,1979-08-10,45,45,Assistant Manager,Manufacturing,Mass Customer,No,No,18
2313,Christa,Pauley,Female,54,1966-07-10,58,58,Chemical Engineer,Manufacturing,Mass Customer,No,No,12
2314,Ravid,Lapenna,Male,59,1993-12-22,31,31,Registered Nurse,Health,High Net Worth,No,Yes,7
2315,Pernell,MacCheyne,Male,25,1994-03-01,31,31,Community Outreach Specialist,Financial Services,Affluent Customer,No,No,8
2316,Vernen,Bourgaize,Male,79,1978-03-21,47,47,Computer Systems Analyst IV,Financial Services,Affluent Customer,No,Yes,11
2317,Alwin,Cuberley,Male,97,1976-12-07,48,48,Tax Accountant,Health,Mass Customer,No,Yes,16
2318,Willa,Malyan,Female,30,1988-03-01,37,37,Automation Specialist I,Manufacturing,Mass Customer,No,Yes,6
2319,David,Darrigrand,Male,63,1985-05-03,40,40,Librarian,Entertainment,High Net Worth,No,No,18
2320,Kaylyn,Throssell,Female,14,1965-12-21,59,59,Senior Developer,Manufacturing,Affluent Customer,No,No,16
2321,Libbi,Freeberne,Female,27,1980-03-25,45,45,Nuclear Power Engineer,Manufacturing,Mass Customer,No,Yes,20
2322,Hazlett,Rosenschein,Male,72,1992-05-24,33,33,Biostatistician III,Health,Mass Customer,No,Yes,2
2323,Adair,Piser,Male,2,1988-04-30,37,37,Desktop Support Technician,Property,High Net Worth,No,No,13
2324,Jerrold,Robben,Male,44,1966-08-05,58,58,Sales Associate,Manufacturing,Mass Customer,No,Yes,16
2325,Emmett,Whatsize,Male,50,1964-01-06,61,61,Database Administrator IV,Retail,High Net Worth,No,Yes,12
2326,Trev,Boothebie,Male,64,1966-06-22,59,59,Programmer Analyst I,Retail,High Net Worth,No,No,14
2327,Alie,Sowle,Female,19,1963-04-05,62,62,Budget/Accounting Analyst II,,Affluent Customer,No,No,6
2328,Gayler,Shackle,Male,63,1986-06-03,39,39,Dental Hygienist,Health,Mass Customer,No,Yes,8
2329,Donny,Stiven,Female,7,1957-12-19,67,67,Computer Systems Analyst II,IT,Affluent Customer,No,No,20
2330,Claresta,Bonnor,Female,5,1990-01-17,35,35,Account Coordinator,Property,Mass Customer,No,No,9
2331,Marybelle,Antal,Female,48,1963-04-11,62,62,Database Administrator III,Financial Services,Mass Customer,No,Yes,10
2332,Jeff,Goodere,Male,99,1977-04-20,48,48,Developer III,Property,High Net Worth,No,Yes,10
2333,Ives,Adolfson,Male,82,1966-04-19,59,59,Structural Analysis Engineer,Financial Services,Mass Customer,No,Yes,10
2334,Zebulen,Hefford,Male,30,1996-03-16,29,29,Food Chemist,Health,Affluent Customer,No,No,5
2335,Payton,Sheach,Unknown,42,1977-07-22,47,47,Account Executive,IT,Mass Customer,No,No,
2336,Karney,Labrone,Male,59,1978-01-19,47,47,Dental Hygienist,Health,Affluent Customer,No,No,17
2337,Odilia,Bick,Female,47,2000-01-11,25,25,Programmer Analyst II,Health,Mass Customer,No,No,1
2338,Clarie,Hackworth,Female,13,1986-11-28,38,38,Programmer Analyst IV,Manufacturing,Mass Customer,No,No,5
2339,Damien,Haddeston,Male,3,1958-12-28,66,66,Web Designer II,Property,Affluent Customer,No,Yes,16
2340,Joachim,Amer,Male,33,1978-03-29,47,47,Research Assistant IV,Health,Mass Customer,No,Yes,16
2341,Caterina,Scedall,Unknown,41,1977-07-22,47,47,Web Designer II,IT,Mass Customer,No,Yes,
2342,Clara,Jakel,Female,87,1999-09-17,25,25,,,Mass Customer,No,No,2
2343,Wilhelm,Corteis,Male,6,1959-03-24,66,66,Nurse Practicioner,Argiculture,High Net Worth,No,Yes,5
2344,Wat,Robelin,Male,93,1993-03-04,32,32,Nurse,Financial Services,Mass Customer,No,Yes,7
2345,Arden,Godard,Female,50,1986-07-15,38,38,Systems Administrator I,Retail,Affluent Customer,No,Yes,3
2346,Joey,Scheffler,Male,89,1979-09-16,45,45,Information Systems Manager,,Mass Customer,No,Yes,4
2347,L;urette,Annott,Female,79,1957-03-04,68,68,Programmer Analyst I,,High Net Worth,No,No,11
2348,Keeley,Winslet,Female,2,1957-11-07,67,67,Web Designer IV,Manufacturing,Mass Customer,No,No,16
2349,Julee,Garwell,Female,23,1979-03-05,46,46,Executive Secretary,Telecommunications,High Net Worth,No,No,3
2350,Lorinda,Malpass,Female,32,1959-03-17,66,66,Nurse Practicioner,,Mass Customer,No,Yes,14
2351,Felicity,Beirne,Female,35,1992-03-15,33,33,Assistant Professor,Retail,Affluent Customer,No,Yes,10
2352,Cilka,Dabbes,Female,76,1971-10-22,53,53,Statistician II,,Mass Customer,No,Yes,13
2353,Lyn,Luquet,Male,93,1978-12-27,46,46,Health Coach IV,Health,Affluent Customer,No,Yes,12
2354,Tammie,Fisbey,Female,99,1958-12-19,66,66,Product Engineer,Retail,Mass Customer,No,No,17
2355,Shaughn,,Male,87,1993-12-19,31,31,Operator,Manufacturing,Mass Customer,No,Yes,4
2356,Arluene,Manchester,Female,58,1994-12-17,30,30,Geological Engineer,Manufacturing,Affluent Customer,No,No,3
2357,Lisette,Mingardi,Female,39,1962-10-15,62,62,Civil Engineer,Manufacturing,Mass Customer,No,No,6
2358,Ave,Peatt,Male,26,1959-05-01,66,66,Senior Sales Associate,Retail,High Net Worth,No,Yes,15
2359,Merlina,Bream,Female,80,1986-03-25,39,39,Mechanical Systems Engineer,Property,High Net Worth,No,Yes,7
2360,Karleen,McGenn,Female,0,1974-11-03,50,50,VP Accounting,Financial Services,High Net Worth,No,Yes,5
2361,Jeannette,Cerman,Female,55,1954-11-28,70,70,Help Desk Operator,,High Net Worth,No,Yes,20
2362,Herbie,Machans,Male,49,1972-06-05,53,53,Developer II,Financial Services,Affluent Customer,No,Yes,19
2363,Bobby,Farmiloe,Male,92,1983-12-30,41,41,Nurse,Entertainment,Mass Customer,No,Yes,16
2364,Fielding,Linklater,Male,19,1995-09-22,29,29,Speech Pathologist,,Mass Customer,No,Yes,13
2365,Lauretta,Furmonger,Female,2,1998-10-18,26,26,Structural Analysis Engineer,Argiculture,Mass Customer,No,Yes,3
2366,Idette,Mapam,Female,51,1975-06-15,50,50,Web Designer I,Health,Mass Customer,No,Yes,15
2367,Lorne,Sabin,Male,40,1957-05-22,68,68,Electrical Engineer,Manufacturing,Mass Customer,No,Yes,16
2368,Rowe,Losbie,Female,98,1993-01-22,32,32,Chemical Engineer,Manufacturing,Mass Customer,No,No,10
2369,Averyl,Gosz,Female,80,1996-10-28,28,28,Financial Analyst,Financial Services,Mass Customer,No,Yes,1
2370,Juliane,Calltone,Female,35,1996-03-19,29,29,Analyst Programmer,Property,High Net Worth,No,No,7
2371,Rory,Lokier,Female,22,1966-11-18,58,58,Staff Scientist,Manufacturing,High Net Worth,No,Yes,8
2372,Jim,Shoppee,Male,14,1977-09-10,47,47,Clinical Specialist,Health,Affluent Customer,No,No,10
2373,Cordy,Readshall,Female,51,1982-05-22,43,43,Structural Engineer,Manufacturing,High Net Worth,No,Yes,16
2374,Dolf,Baudichon,Male,6,1993-06-15,32,32,Design Engineer,Financial Services,Mass Customer,No,No,9
2375,Alika,Milbourne,Female,21,1987-03-17,38,38,Sales Representative,Retail,Affluent Customer,No,No,8
2376,Eada,Narbett,Female,84,1958-10-23,66,66,Community Outreach Specialist,,High Net Worth,No,Yes,12
2377,Kristien,Dunne,Female,29,1998-10-02,26,26,Analog Circuit Design manager,IT,High Net Worth,No,No,2
2378,Aggi,Farncombe,Female,41,1994-04-25,31,31,Research Assistant II,Manufacturing,Affluent Customer,No,No,1
2379,Trixie,Piscopiello,Female,85,1981-05-05,44,44,Occupational Therapist,Health,Affluent Customer,No,Yes,15
2380,Merissa,Milella,Female,44,1956-04-09,69,69,Technical Writer,Retail,Mass Customer,No,Yes,15
2381,Dulsea,Pladen,Female,91,1973-02-12,52,52,Programmer I,Argiculture,Affluent Customer,No,Yes,5
2382,Turner,Huggens,Male,79,1971-07-05,54,54,Accounting Assistant III,Retail,Mass Customer,No,Yes,4
2383,Zaria,Eberz,Female,34,1978-09-15,46,46,Compensation Analyst,Financial Services,Mass Customer,No,No,15
2384,Garey,Letrange,Male,96,1961-07-16,63,63,Operator,Health,High Net Worth,No,Yes,6
2385,Gaultiero,Lissenden,Male,70,1958-12-17,66,66,Dental Hygienist,Health,Mass Customer,No,No,8
2386,Adrianne,Lowerson,Female,93,1997-07-06,28,28,Compensation Analyst,Financial Services,Mass Customer,No,No,2
2387,Roy,Jone,Male,33,1977-08-30,47,47,Nurse,,High Net Worth,No,Yes,9
2388,Quincy,Weben,Male,84,1997-05-28,28,28,Cost Accountant,Financial Services,Mass Customer,No,No,1
2389,Sibyl,Gudge,Male,18,1973-12-28,51,51,Desktop Support Technician,Retail,High Net Worth,No,No,7
2390,Tonya,Nealand,Female,48,1964-05-06,61,61,Legal Assistant,Property,Mass Customer,No,No,12
2391,Corny,Millott,Female,72,1961-04-22,64,64,Nurse Practicioner,Health,Mass Customer,No,No,14
2392,Isadora,Gronaller,Female,48,2001-01-11,24,24,Marketing Assistant,Manufacturing,Affluent Customer,No,No,2
2393,Dorian,Colledge,Female,68,1981-06-21,44,44,Registered Nurse,Health,High Net Worth,No,Yes,11
2394,Ferne,Reese,Female,31,1995-11-12,29,29,GIS Technical Architect,,Mass Customer,No,Yes,7
2395,Ashlin,Kesby,Male,23,1966-02-26,59,59,Executive Secretary,,High Net Worth,No,No,16
2396,Elmira,Wildblood,Female,40,1973-08-02,51,51,Recruiter,Retail,Affluent Customer,No,Yes,7
2397,Cassius,Birchenough,Male,33,1985-06-10,40,40,Analyst Programmer,Retail,Affluent Customer,No,Yes,4
2398,Mirelle,,Female,6,2000-10-11,24,24,Administrative Assistant IV,Financial Services,High Net Worth,No,Yes,1
2399,Devonne,McPolin,Female,20,1980-06-11,45,45,Software Consultant,Manufacturing,High Net Worth,No,Yes,14
2400,Lindsay,Stollsteiner,Male,73,1978-02-28,47,47,Office Assistant III,Property,Mass Customer,No,Yes,22
2401,Drake,Riguard,Male,7,1977-07-31,47,47,Staff Scientist,,Mass Customer,No,Yes,15
2402,Merrielle,Strafen,Female,99,1957-06-07,68,68,Cost Accountant,Financial Services,Mass Customer,No,Yes,8
2403,Karalee,Tremlett,Female,41,1977-10-25,47,47,Technical Writer,Financial Services,Affluent Customer,No,No,12
2404,Conney,Grouse,Male,13,1960-03-14,65,65,Graphic Designer,Retail,Mass Customer,No,No,6
2405,Quintana,Merricks,Female,16,1957-07-28,67,67,Structural Analysis Engineer,,Mass Customer,No,No,18
2406,Randal,Messager,Male,34,1973-06-11,52,52,Executive Secretary,,Affluent Customer,No,Yes,9
2407,Merrily,,Female,24,1959-03-30,66,66,,Financial Services,High Net Worth,No,Yes,6
2408,Celestia,,Female,38,1955-10-10,69,69,VP Marketing,Health,Mass Customer,No,No,16
2409,Carolan,Ortler,Female,23,1989-07-13,35,35,,Health,Mass Customer,No,No,12
2410,Eugenia,Verey,Female,75,1974-08-24,50,50,Geological Engineer,Manufacturing,Mass Customer,No,Yes,21
2411,Casey,McDade,Male,0,1964-05-27,61,61,Technical Writer,Financial Services,High Net Worth,No,No,13
2412,Tiffi,Havercroft,Female,77,1981-05-26,44,44,Chemical Engineer,Manufacturing,Affluent Customer,No,No,8
2413,Abbey,Murrow,Male,27,1943-08-11,81,81,Environmental Specialist,Manufacturing,High Net Worth,No,Yes,17
2414,Basile,Bowlas,Unknown,18,1977-07-22,47,47,Registered Nurse,Health,Mass Customer,No,Yes,
2415,Tanner,Harp,Male,56,1978-11-05,46,46,Web Designer II,Manufacturing,Mass Customer,No,No,3
2416,Eberhard,Shalcras,Male,19,1959-12-29,65,65,Office Assistant I,Health,Affluent Customer,No,No,16
2417,Cacilia,Swetland,Female,27,1974-06-24,51,51,Nurse,,Affluent Customer,No,No,22
2418,Elspeth,Brazil,Female,82,1970-04-05,55,55,Software Engineer III,Property,Mass Customer,No,Yes,13
2419,Aron,Karlsen,Male,96,1978-07-04,47,47,Physical Therapy Assistant,Property,High Net Worth,No,No,9
2420,Celie,Guyers,Female,10,1976-08-26,48,48,Staff Scientist,Financial Services,High Net Worth,No,No,16
2421,Marilee,Garbott,Female,54,1954-08-16,70,70,Research Nurse,Health,Affluent Customer,No,Yes,13
2422,Crysta,Woliter,Female,96,1978-11-30,46,46,Librarian,Entertainment,High Net Worth,No,No,13
2423,Lenci,Symcox,Male,49,1981-02-20,44,44,Professor,IT,Mass Customer,No,Yes,20
2424,Loren,Batkin,Male,17,1982-01-06,43,43,,,Affluent Customer,No,Yes,15
2425,Barn,Sainsberry,Male,32,1976-03-19,49,49,Help Desk Technician,,Mass Customer,No,Yes,11
2426,Yancy,Ovett,Unknown,64,1977-07-22,47,47,,IT,Affluent Customer,No,Yes,
2427,Myrta,Whibley,Female,20,1998-10-15,26,26,Senior Developer,,High Net Worth,No,Yes,2
2428,Pauly,Keightley,Male,74,1968-07-26,56,56,Help Desk Operator,,Mass Customer,No,Yes,9
2429,Emeline,Baldi,Female,54,1980-11-11,44,44,Assistant Professor,Manufacturing,Mass Customer,No,Yes,3
2430,Humbert,Dikles,Male,38,1968-09-06,56,56,Quality Engineer,,Mass Customer,No,No,5
2431,Alvy,Tyndall,Male,15,1999-12-24,25,25,Senior Cost Accountant,Financial Services,Mass Customer,No,Yes,2
2432,Ebba,Melhuish,Female,67,1981-02-21,44,44,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,Yes,5
2433,Burty,Strutz,Male,38,1976-07-19,48,48,Nurse Practicioner,,High Net Worth,No,Yes,8
